,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,sex_2,race_2,race_3
4091,4291,1,2,3,1,17.0,17.0,-5,-5,-5,-5,-5,-5,-5,11,-4,-4,429101,4291,1,1,1983,429101,1.0,-7,-7,-7,-7,32000,-7,-7,-7,-7,1.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,3,2,3,3,4,3,3,5,9,37,28.0,18.0,0,0,0
4092,4292,3,2,4,3,22.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,429201,4292,3,1,1995,429201,1.0,-7,-7,-7,-7,60000,-7,-7,-7,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,-2,3,-2,3,-2,3,-2,1,4,4,-7,25,31.0,15.0,0,0,1
4102,4305,3,2,3,2,18.0,19.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,430501,4305,3,2,1994,430501,2.0,-7,-7,-7,-7,42000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,2,2,2,3,4,-7,26,26.0,17.0,1,0,1
4105,4306,3,2,3,3,20.0,26.0,8,-4,-4,-4,-4,-4,-5,-5,-5,-5,430602,4306,3,1,1990,430602,1.0,4,1,-7,-7,70000,-7,-7,50000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,30,28.0,16.0,0,0,1
4109,4310,3,2,4,3,30.0,30.0,9,-4,-4,-4,-4,-4,-5,-5,-5,-5,431003,4310,3,2,1992,431003,1.0,-7,-7,-7,-7,60000,-7,-7,80000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
4111,4320,1,2,2,3,23.0,23.0,10,-4,-4,-4,-4,-4,-5,-4,-4,-4,432001,4320,1,2,1999,432001,3.0,2,-7,-7,-7,1200,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,1,3,3,1,1,1,3,1,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,21,28.0,16.0,1,0,0
4114,4323,2,2,1,3,23.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,432303,4323,2,2,1983,432303,2.0,2,1,-7,-7,40000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,2,1,4,2,3,3,1,1,6,9,36,35.0,13.0,1,1,0
4116,4325,3,2,4,4,29.0,29.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,432501,4325,3,2,1978,432501,1.0,-7,-7,-7,-7,8000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,0,0,0,0,2,2,2,2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,0,1
4118,4326,3,2,3,3,23.0,23.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,432601,4326,3,1,1983,432601,2.0,-7,-7,-7,-7,58000,-7,-7,70000,-7,2.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,3,3,3,2,3,6,-7,37,31.0,14.0,0,0,1
4119,4326,3,2,3,3,23.0,23.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,432602,4326,3,2,1986,432602,2.0,-7,-7,-7,-7,45000,-7,-7,-7,-7,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,2,2,4,1,2,2,1,4,-7,9,34,35.0,17.0,1,0,1
4121,4337,3,2,1,3,22.0,21.0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,433702,4337,3,2,1998,433702,1.0,2,-7,-7,-7,22000,-7,-7,29000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,22,28.0,16.0,1,0,1
4122,4339,3,2,3,4,22.0,26.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,433901,4339,3,2,1995,433901,2.0,-7,-7,-7,-7,48000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,1,2,3,1,3,2,2,2,1,3,4,-7,25,26.0,16.0,1,0,1
4123,4339,3,2,3,4,22.0,26.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,433902,4339,3,1,1996,433902,1.0,-7,-7,-7,-7,61000,-7,-7,55000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,0,0,0,0,1,0,3,0,0,0,0,2,2,2,2,2,2,3,2,2,3,2,3,-7,-7,24,29.0,16.0,0,0,1
4127,4346,3,2,2,2,26.0,27.0,7,-4,-4,-4,-4,-4,-5,-4,-5,-5,434602,4346,3,2,1990,434602,3.0,-7,-7,-7,-7,87000,-7,-7,0,56000,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,2,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
4128,4346,3,2,2,2,26.0,27.0,7,-4,-4,-4,-4,-4,-5,-4,-5,-5,434603,4346,3,1,1994,434603,1.0,-7,-7,-7,-7,55000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,2,2,2,2,4,2,1,3,1,2,5,-7,26,28.0,16.0,0,0,1
4129,4352,3,2,3,3,29.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,435201,4352,3,2,1995,435201,1.0,4,-7,-7,-7,32000,-7,-7,-7,-7,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,2,2,2,2,1,4,6,-7,25,36.0,17.0,1,0,1
4130,4352,3,2,3,3,29.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,435202,4352,3,2,1997,435202,1.0,1,1,-7,-7,12000,-7,-7,50000,-7,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3,0,0,1,0,0,2,3,0,0,0,0,1,1,2,1,4,2,4,2,3,2,1,3,-7,-7,23,33.0,14.0,1,0,1
4132,4354,3,2,2,3,21.0,19.0,10,-4,-4,-4,-4,-4,-4,-4,-5,-5,435402,4354,3,1,1982,435402,2.0,3,-7,-7,-7,120000,-7,65000,20000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,-2,3,2,3,2,3,-2,2,3,6,-2,38,26.0,16.0,0,0,1
4135,4366,3,2,3,3,23.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,436602,4366,3,1,1992,436602,2.0,2,-7,-7,-7,110000,-7,90000,110000,90000,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
4136,4367,3,2,1,4,27.0,28.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,436701,4367,3,1,1986,436701,3.0,1,-7,-7,-7,56500,-7,-7,0,-7,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,2,2,1,4,1,2,3,1,4,-7,9,34,26.0,19.0,0,0,1
4138,4367,3,2,1,4,27.0,28.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,436703,4367,3,1,1996,436703,2.0,3,2,-7,-7,44000,-7,-7,-2,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,0,1,1,3,0,3,1,1,1,1,0,1,2,-2,2,3,2,3,-2,3,-2,1,3,-7,9,24,26.0,17.0,0,0,1
4142,4371,3,2,3,4,20.0,20.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,437102,4371,3,1,1988,437102,3.0,-7,-7,-7,-7,0,-7,-7,60000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,32,28.0,16.0,0,0,1
4153,4379,3,2,3,3,19.0,27.0,8,-4,-4,-4,-4,-4,-4,-5,-5,-5,437902,4379,3,1,1992,437902,2.0,-7,-7,-7,-7,60000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
4155,4381,3,2,2,3,25.0,25.0,6,5,5,0,5,2,-4,-4,-4,-4,438102,4381,3,1,2000,438102,2.0,-7,-7,-7,-7,25000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,2,0,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,28.0,16.0,0,0,1
4156,4383,3,2,1,3,19.0,19.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,438301,4383,3,1,1979,438301,2.0,3,-7,-7,-7,66000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,3,0,0,1,1,3,1,1,1,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,41,28.0,16.0,0,0,1
4158,4386,3,2,1,2,20.0,19.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,438601,4386,3,2,1983,438601,2.0,-7,-7,-7,-7,10000,-7,-7,80000,-7,1.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,4,1,4,3,3,2,1,3,5,9,37,30.0,16.0,1,0,1
4160,4386,3,2,1,2,20.0,19.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,438603,4386,3,2,1987,438603,1.0,4,3,3,-7,-2,-2,-7,-2,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,2,2,1,3,-7,-2,33,25.0,17.0,1,0,1
4162,4391,3,2,1,3,30.0,22.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,439102,4391,3,1,1982,439102,1.0,-7,-7,-7,-7,110000,-7,-7,-7,-7,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,4,1,4,2,2,3,1,3,5,6,38,25.0,18.0,0,0,1
4164,4391,3,2,1,3,30.0,22.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,439104,4391,3,2,1991,439104,3.0,4,3,-7,-7,25000,-7,-7,40000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,3,3,3,2,1,3,1,3,3,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
4172,4404,2,2,3,3,20.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,440402,4404,2,1,1986,440402,1.0,1,-7,-7,-7,70000,-7,-7,20000,-7,4.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,3,2,2,4,-7,9,34,36.0,16.0,0,1,0
4173,4411,3,2,2,3,24.0,25.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,441101,4411,3,1,2002,441101,1.0,-7,-7,-7,-7,0,-7,-7,-7,-7,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3,0,0,2,1,3,1,3,1,1,0,0,3,2,3,2,2,3,3,3,3,4,1,3,-7,-7,17,23.0,18.0,0,0,1
4178,4416,1,2,2,2,-3.0,29.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,441604,4416,1,2,1986,441604,1.0,-7,-7,-7,-7,35000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,1,2,2,2,3,2,4,2,2,2,-7,1,34,27.0,18.0,1,0,0
4179,4416,1,2,2,2,-3.0,29.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,441605,4416,1,2,1987,441605,2.0,2,-7,-7,-7,40000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,4,2,3,2,3,3,3,3,2,3,-7,8,33,33.0,13.0,1,0,0
4183,4417,1,2,2,2,18.0,24.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,441703,4417,1,1,1993,441703,3.0,-7,-7,-7,-7,65000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,0
4184,4417,1,2,2,2,18.0,24.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,441704,4417,1,2,1999,441704,2.0,-7,-7,-7,-7,34000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,0,3,1,2,0,2,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,21,28.0,16.0,1,0,0
4186,4424,3,2,1,2,25.0,24.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,442401,4424,3,1,1994,442401,3.0,2,2,1,2,35000,-7,-7,-7,-7,4.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,3,1,4,1,3,4,3,2,1,4,6,-7,26,33.0,16.0,0,0,1
4188,4428,3,2,3,3,20.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,442802,4428,3,2,1992,442802,2.0,2,-7,-7,-7,40000,-7,-7,60000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
4189,4428,3,2,3,3,20.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,442803,4428,3,1,1995,442803,3.0,2,-7,-7,-7,39600,-7,-7,-7,-7,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,1,4,1,2,2,1,3,6,-7,25,24.0,20.0,0,0,1
4194,4437,3,2,4,4,25.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,443701,4437,3,2,1993,443701,3.0,-7,-7,-7,-7,23000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,1,0,1
4195,4437,3,2,4,4,25.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,443702,4437,3,1,1997,443702,2.0,2,-7,-7,-7,50000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,2,2,1,1,1,1,2,1,1,0,0,2,3,2,2,2,2,3,2,3,2,2,3,-7,-7,23,26.0,19.0,0,0,1
4196,4438,3,2,4,4,20.0,26.0,-5,-5,-5,-5,-5,-5,11,-4,-4,-4,443801,4438,3,2,1987,443801,2.0,3,2,4,-7,57000,-7,-7,70000,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,3,1,4,1,4,2,1,3,-7,-7,32,28.0,17.0,1,0,1
4199,4439,3,2,2,2,20.0,22.0,-5,-5,-5,-5,-5,-5,7,-4,-4,-4,443902,4439,3,1,1994,443902,2.0,-7,-7,-7,-7,15000,-7,-7,30000,-7,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,1,2,2,3,2,2,2,1,2,6,-7,26,29.0,17.0,0,0,1
4203,4445,3,2,4,4,29.0,24.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,444501,4445,3,2,1986,444501,1.0,3,-7,-7,-7,35000,-7,-7,80000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,3,3,2,4,2,3,3,1,4,-7,-7,34,27.0,16.0,1,0,1
4208,4447,3,2,3,3,30.0,30.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,444703,4447,3,1,1990,444703,2.0,-7,-7,-7,-7,40000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,2,3,1,2,3,2,2,2,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,0,1
4209,4450,3,2,1,3,22.0,14.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,445001,4450,3,1,1975,445001,2.0,1,-7,-7,-7,55000,-7,5000,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,45,28.0,16.0,0,0,1
4211,4451,3,2,3,2,25.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,445101,4451,3,2,1990,445101,1.0,-7,-7,-7,-7,83000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
4212,4451,3,2,3,2,25.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,445102,4451,3,2,1996,445102,1.0,-7,-7,-7,-7,13000,-7,-7,-7,-7,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,0,2,0,1,0,0,1,1,1,2,3,1,4,2,3,2,1,4,-7,-7,24,23.0,20.0,1,0,1
4219,4463,2,2,1,4,18.0,18.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,446301,4463,2,1,1975,446301,3.0,3,-7,-7,-7,-2,1,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,45,28.0,16.0,0,1,0
4222,4464,2,2,1,2,21.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,446401,4464,2,2,1992,446401,1.0,-7,-7,-7,-7,65000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,1,0
4223,4465,3,2,2,3,30.0,21.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,446501,4465,3,2,1991,446501,1.0,3,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,3,3,3,3,1,3,0,0,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
4224,4465,3,2,2,3,30.0,21.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,446502,4465,3,1,1995,446502,3.0,1,2,-7,-7,89000,-7,-7,67000,-7,1.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,1,3,1,4,1,4,3,1,3,7,-7,25,33.0,15.0,0,0,1
4226,4469,3,2,3,4,27.0,23.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,446901,4469,3,2,1982,446901,1.0,-7,-7,-7,-7,51000,-7,-7,62000,-7,2.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,2,4,2,3,3,1,3,5,6,39,31.0,14.0,1,0,1
4229,4473,3,2,1,4,20.0,21.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,447303,4473,3,2,1993,447303,1.0,-7,-7,-7,-7,29000,-7,-7,31000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,1,0,1
4231,4474,3,2,3,3,27.0,23.0,-5,-5,-5,-5,-5,-5,5,-4,-4,-4,447401,4474,3,1,1982,447401,1.0,1,1,-7,-7,25000,-7,-7,60000,-7,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,1,1,1,4,4,2,3,7,3,39,36.0,20.0,0,0,1
