,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobsatisfaction1,jobsatisfaction2,jobsatisfaction3,jobsatisfaction4,jobsatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age
5632,5906,2,2,2,2,24,-3,10,-4,-4,-4,-4,-4,-4,-4,-5,-5,590601,5906,2,1,1976,590601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5633,5906,2,2,2,2,24,-3,10,-4,-4,-4,-4,-4,-4,-4,-5,-5,590602,5906,2,1,1980,590602,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5634,5906,2,2,2,2,24,-3,10,-4,-4,-4,-4,-4,-4,-4,-5,-5,590603,5906,2,1,1988,590603,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5635,5909,2,2,4,3,21,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,590901,5909,2,1,1982,590901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5636,5909,2,2,4,3,21,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,590902,5909,2,2,1983,590902,2,-7,-7,-7,-7,34000,-7,-7,-7,-7,1,1,1,4,1,4,1,4,4,1,4,1,4,4,1,4,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,3,1,3,2,2,1,1,3,5,-7,37
5637,5909,2,2,4,3,21,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,590903,5909,2,2,1984,590903,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5638,5909,2,2,4,3,21,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,590904,5909,2,1,1986,590904,2,3,-7,-7,-7,25000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,1,0,0,0,0,3,2,3,2,3,3,3,2,3,2,2,3,-7,3,34
5639,5911,2,2,4,4,30,24,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,591101,5911,2,2,1984,591101,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5640,5913,2,2,4,3,24,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,591301,5913,2,2,1974,591301,2,2,2,-7,-7,94000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,46
5641,5913,2,2,4,3,24,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,591302,5913,2,1,1975,591302,2,-7,-7,-7,-7,55000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,45
5642,5913,2,2,4,3,24,23,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,591303,5913,2,2,1976,591303,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5643,5914,2,2,3,3,30,28,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,591401,5914,2,2,1990,591401,2,2,-7,-7,-7,55000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,2,2,3,2,1,0,0,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
5644,5916,2,2,3,3,21,24,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,591601,5916,2,1,1983,591601,1,1,-7,-7,-7,204398,-7,-7,65000,-7,1,1,4,4,1,4,1,4,4,1,4,1,4,4,1,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,4,1,4,1,1,1,1,4,7,1,37
5645,5916,2,2,3,3,21,24,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,591602,5916,2,1,1989,591602,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5646,5916,2,2,3,3,21,24,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,591603,5916,2,1,1992,591603,2,-7,-7,-7,-7,31000,-7,-7,18000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
5647,5919,2,2,1,3,26,20,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,591901,5919,2,1,1977,591901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5648,5919,2,2,1,3,26,20,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,591902,5919,2,2,1981,591902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5649,5919,2,2,1,3,26,20,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,591903,5919,2,2,1983,591903,1,1,-7,-7,-7,75000,-7,-7,110000,-7,2,2,1,4,1,4,1,4,4,1,4,1,4,4,2,1,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,4,2,2,2,1,4,2,9,37
5650,5919,2,2,1,3,26,20,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,591904,5919,2,2,1989,591904,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5651,5923,2,2,2,2,29,19,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,592301,5923,2,2,1984,592301,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5652,5923,2,2,2,2,29,19,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,592302,5923,2,1,1990,592302,1,-7,-7,-7,-7,-2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,2,2,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
5653,5926,2,2,1,1,-5,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,592601,5926,2,2,1973,592601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5654,5926,2,2,1,1,-5,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,592602,5926,2,1,1979,592602,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5655,5926,2,2,1,1,-5,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,592603,5926,2,1,1983,592603,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5656,5926,2,2,1,1,-5,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,592604,5926,2,2,1990,592604,2,-7,-7,-7,-7,20000,-7,-7,20000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,0,0,1,1,0,3,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
5657,5927,2,2,2,4,21,19,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,592701,5927,2,1,1987,592701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5658,5927,2,2,2,4,21,19,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,592702,5927,2,2,1991,592702,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5659,5927,2,2,2,4,21,19,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,592703,5927,2,1,1993,592703,2,1,-7,-7,-7,4000,-7,-7,4000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
5660,5927,2,2,2,4,21,19,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,592704,5927,2,2,1994,592704,1,-7,-7,-7,-7,-2,3,-7,-7,-7,2,2,2,3,2,3,3,3,3,2,3,2,3,3,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,3,3,2,3,3,-7,26
5661,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593201,5932,2,2,1977,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5662,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593202,5932,2,2,1983,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5663,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593203,5932,2,2,1985,593203,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5664,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593204,5932,2,2,1988,593204,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5665,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593205,5932,2,2,1989,593205,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5666,5932,2,2,-5,-5,29,30,7,-4,-4,-4,-4,-4,-5,-4,-4,-4,593206,5932,2,1,1991,593206,2,-7,-7,-7,-7,15000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,2,3,0,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
5667,5934,2,2,1,3,23,-5,15,-4,-4,-4,-4,-4,-5,-5,-5,-5,593401,5934,2,1,1984,593401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5668,5936,2,2,4,4,26,20,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,593601,5936,2,2,1984,593601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5669,5941,2,2,1,2,30,29,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,594101,5941,2,2,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5670,5941,2,2,1,2,30,29,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,594102,5941,2,2,1983,594102,2,3,2,-7,-7,65000,-7,-7,70000,-7,2,3,2,2,3,3,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,2,2,4,3,3,2,3,3,1,2,7,3,37
5671,5941,2,2,1,2,30,29,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,594103,5941,2,2,1990,594103,1,-7,-7,-7,-7,34000,-7,-7,40000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,2,0,0,0,3,0,0,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
5672,5944,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,594401,5944,2,1,1979,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5673,5947,1,2,2,2,-5,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,594701,5947,1,1,1979,594701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5674,5947,1,2,2,2,-5,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,594702,5947,1,1,1980,594702,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5675,5947,1,2,2,2,-5,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,594703,5947,1,2,1986,594703,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5676,5947,1,2,2,2,-5,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,594704,5947,1,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5677,5948,1,2,2,2,-5,28,-3,-4,-4,-4,-4,-4,-5,-5,-5,-5,594801,5948,1,1,1979,594801,1,-7,-7,-7,-7,0,-7,-7,106000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,1,0,0,2,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42
5678,5948,1,2,2,2,-5,28,-3,-4,-4,-4,-4,-4,-5,-5,-5,-5,594802,5948,1,2,1980,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5679,5951,2,2,2,3,17,18,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,595101,5951,2,1,1979,595101,1,2,2,-7,-7,6000,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,3,0,1,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,41
5680,5951,2,2,2,3,17,18,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,595102,5951,2,1,1980,595102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5681,5951,2,2,2,3,17,18,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,595103,5951,2,1,1982,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5682,5951,2,2,2,3,17,18,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,595104,5951,2,2,1984,595104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5683,5951,2,2,2,3,17,18,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,595105,5951,2,2,1985,595105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5684,5952,2,2,2,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595201,5952,2,2,1979,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5685,5952,2,2,2,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595202,5952,2,2,1981,595202,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5686,5952,2,2,2,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595203,5952,2,2,1983,595203,4,2,-7,-7,-7,-2,1,-7,-7,-7,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,2,2,7,9,37
5687,5952,2,2,2,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595204,5952,2,2,1984,595204,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5688,5953,2,2,2,4,30,25,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,595301,5953,2,1,1973,595301,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5689,5954,2,2,2,2,28,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,14,595401,5954,2,2,1981,595401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5690,5956,2,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595601,5956,2,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5691,5956,2,2,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,595602,5956,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5692,5957,2,2,1,1,20,17,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,595701,5957,2,2,1979,595701,1,2,-7,-7,-7,44000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,3,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,41
